requirement_id,source,source_file,source_locator,requirement,implementation_path,test_or_evidence_path,required_matrix,status,satisfied_by_prior_commit
"ASN-L0896","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 896; section Tracebox Full-Implementation Agent Prompt","Try up to three materially different reasonable implementations.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0897","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 897; section Tracebox Full-Implementation Agent Prompt","Reconcile actual system state before retrying side-effecting operations.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0898","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 898; section Tracebox Full-Implementation Agent Prompt","Do not blindly retry after timeouts or ambiguous errors.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0899","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 899; section Tracebox Full-Implementation Agent Prompt","Do not weaken mandatory requirements without a product decision.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0900","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 900; section Tracebox Full-Implementation Agent Prompt","If external physical devices, OEM access, or independent cryptographic review are unavailable:","See implementation ledger and architecture module map","evidence/; module tests; conformance/","API30_API37_X86_64_AND_ALL_AVAILABLE_ARM64; page-size cells where available","NOT_STARTED",""
"ASN-L0901","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 901; section Tracebox Full-Implementation Agent Prompt","complete all code, harnesses, and automated gates possible;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0902","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 902; section Tracebox Full-Implementation Agent Prompt","mark the unsupported certification item UNAVAILABLE_EXTERNAL;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0903","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 903; section Tracebox Full-Implementation Agent Prompt","do not claim foundation certification or production crypto approval.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0907","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 907; section Tracebox Full-Implementation Agent Prompt","the authoritative documents or intended repository base are missing or ambiguous;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0908","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 908; section Tracebox Full-Implementation Agent Prompt","a mandatory feasibility gate fails after three materially different approaches;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0909","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 909; section Tracebox Full-Implementation Agent Prompt","continuing requires weakening privacy, offline operation, hard bounds, Crashpad, live ANR, or evidence semantics;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0910","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 910; section Tracebox Full-Implementation Agent Prompt","a change requires user acceptance under the ADR rules;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0911","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 911; section Tracebox Full-Implementation Agent Prompt","a required dependency has unresolved license, provenance, verification, or security concerns;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0912","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 912; section Tracebox Full-Implementation Agent Prompt","unrelated user changes cannot be safely isolated;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0913","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 913; section Tracebox Full-Implementation Agent Prompt","benchmark or test infrastructure cannot produce trustworthy results;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0914","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 914; section Tracebox Full-Implementation Agent Prompt","a review gate remains unapproved after blocker analysis and no concrete safe fix remains;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0915","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 915; section Tracebox Full-Implementation Agent Prompt","repeated nondeterministic failures prevent a trustworthy pass/fail conclusion.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0925","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 925; section Tracebox Full-Implementation Agent Prompt","FOUNDATION_CERTIFIED: implementation, automated qualification, required device/OEM matrix, and all external foundation certification are complete.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0926","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 926; section Tracebox Full-Implementation Agent Prompt","IMPLEMENTATION_COMPLETE_CERTIFICATION_BLOCKED: implementation and all available automated qualification are complete, but one or more named external certification lanes are UNAVAILABLE_EXTERNAL.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0927","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 927; section Tracebox Full-Implementation Agent Prompt","PRODUCT_DECISION_BLOCKED: dependent work cannot proceed without an explicit user decision.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0928","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 928; section Tracebox Full-Implementation Agent Prompt","INCOMPLETE: mandatory implementation or an available required certification lane remains failing after the required investigation and retry process, or the user explicitly stops the work.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0936","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 936; section Tracebox Full-Implementation Agent Prompt","PASS: executed successfully with complete evidence;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0937","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 937; section Tracebox Full-Implementation Agent Prompt","FAIL: executed on available infrastructure and failed;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0938","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 938; section Tracebox Full-Implementation Agent Prompt","UNAVAILABLE_EXTERNAL: cannot execute because specifically named hardware, OEM access, or independent external reviewer is unavailable.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0944","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 944; section Tracebox Full-Implementation Agent Prompt","all foundation work packages are implemented, not stubbed;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0945","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 945; section Tracebox Full-Implementation Agent Prompt","Crashpad separate-process capture passes the declared supported matrix;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0946","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 946; section Tracebox Full-Implementation Agent Prompt","emergency fallback works when Crashpad does not;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0947","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 947; section Tracebox Full-Implementation Agent Prompt","JVM and Rust fault paths are complete;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0948","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 948; section Tracebox Full-Implementation Agent Prompt","live ANR monitoring meets overhead and false-positive gates;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0949","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 949; section Tracebox Full-Implementation Agent Prompt","ApplicationExitInfo reconciliation is idempotent and policy-safe;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0950","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 950; section Tracebox Full-Implementation Agent Prompt","privacy, identity, quota, deletion, and policy barriers pass fault injection;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0951","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 951; section Tracebox Full-Implementation Agent Prompt",".tbdiag preview bytes equal approved package bytes;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0952","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 952; section Tracebox Full-Implementation Agent Prompt","raw artifacts cannot enter Standard packages;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0953","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 953; section Tracebox Full-Implementation Agent Prompt","the Tracebox-owned approval flow is enforced;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0954","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 954; section Tracebox Full-Implementation Agent Prompt","offline validation/retrace/symbolication work with exact artifact matching;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0955","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 955; section Tracebox Full-Implementation Agent Prompt","all no-network gates pass;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_STATIC; API30_API37_RUNTIME; blocked-egress controls","NOT_STARTED",""
"ASN-L0956","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 956; section Tracebox Full-Implementation Agent Prompt","performance measurements are recorded;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0957","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 957; section Tracebox Full-Implementation Agent Prompt","every applicable frozen performance and resource threshold passes with recorded evidence;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0958","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 958; section Tracebox Full-Implementation Agent Prompt","all required documentation and ADRs are current;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0959","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 959; section Tracebox Full-Implementation Agent Prompt","the final review result is APPROVED;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0960","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 960; section Tracebox Full-Implementation Agent Prompt","the branch is clean and ready for human review.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0966","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 966; section Tracebox Full-Implementation Agent Prompt","implementation complete;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0967","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 967; section Tracebox Full-Implementation Agent Prompt","automated verification complete;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0968","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 968; section Tracebox Full-Implementation Agent Prompt","external certification blocked.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0970","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 970; section Tracebox Full-Implementation Agent Prompt","Never label the whole assignment complete while a mandatory implementation requirement remains missing.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0980","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 980; section Tracebox Full-Implementation Agent Prompt","Implemented capabilities.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0981","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 981; section Tracebox Full-Implementation Agent Prompt","Repository branch/worktree and commit list.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0982","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 982; section Tracebox Full-Implementation Agent Prompt","Module and artifact inventory.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0983","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 983; section Tracebox Full-Implementation Agent Prompt","Test/build/fuzz/benchmark results.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_FUZZ_SMOKE; nightly/certification duration per frozen protocol","NOT_STARTED",""
"ASN-L0984","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 984; section Tracebox Full-Implementation Agent Prompt","Supported API/ABI/device matrix actually verified.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0985","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 985; section Tracebox Full-Implementation Agent Prompt","Resource measurements.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0986","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 986; section Tracebox Full-Implementation Agent Prompt","Privacy and no-network evidence.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_STATIC; API30_API37_RUNTIME; blocked-egress controls","NOT_STARTED",""
"ASN-L0987","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 987; section Tracebox Full-Implementation Agent Prompt","Review history, immutable reviewed commit SHAs, and final approval state.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0988","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 988; section Tracebox Full-Implementation Agent Prompt","Remaining externally blocked certification items.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0989","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 989; section Tracebox Full-Implementation Agent Prompt","Any Proposed ADRs or deliberate deviations awaiting user acceptance, with reasons.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0991","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 991; section Tracebox Full-Implementation Agent Prompt","Do not provide a generic recap. Provide evidence and exact paths/commands.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"PLAN-L0012","PLAN","docs\implementation-plan.md","line 12; section 1. Delivery strategy","**S:** localized, low uncertainty;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"PLAN-L0013","PLAN","docs\implementation-plan.md","line 13; section 1. Delivery strategy","**M:** multiple components or meaningful testing;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"PLAN-L0014","PLAN","docs\implementation-plan.md","line 14; section 1. Delivery strategy","**L:** cross-module or native/platform complexity;","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"PLAN-L0015","PLAN","docs\implementation-plan.md","line 15; section 1. Delivery strategy","**XL:** major uncertainty, security exposure, or certification burden.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"PLAN-L0036","PLAN","docs\implementation-plan.md","line 36; section Phase 0: Decisions and feasibility","F0.1 | Freeze terminology and invariants | — | Threat model, privacy classes, evidence grades, readiness states approved | Block coding | S","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","IN_PROGRESS",""
"PLAN-L0037","PLAN","docs\implementation-plan.md","line 37; section Phase 0: Decisions and feasibility","F0.2 | Pin toolchains and dependencies | F0.1 | Gradle, AGP, Kotlin, JDK, NDK, CMake, Rust, Crashpad revisions locked and verified | Reviewed lock update only | M","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"PLAN-L0038","PLAN","docs\implementation-plan.md","line 38; section Phase 0: Decisions and feasibility","F0.3 | Crashpad privacy spike | F0.1-F0.2 | Raw stream inventory, structural-summary prototype, seeded-secret results | Revise raw-artifact policy | XL","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"PLAN-L0039","PLAN","docs\implementation-plan.md","line 39; section Phase 0: Decisions and feasibility","F0.4 | Android handler spike | F0.2 | Multi-client handler works on API 30/37, 4/16 KiB, restart/death behavior measured | Block foundation; narrowing requires a superseding ADR | XL","See implementation ledger and architecture module map","evidence/; module tests; conformance/","API30_API37_X86_64_AND_ALL_AVAILABLE_ARM64; page-size cells where available","NOT_STARTED",""
"PLAN-L0040","PLAN","docs\implementation-plan.md","line 40; section Phase 0: Decisions and feasibility","F0.5 | Emergency fallback spike | F0.2 | Fixed signal record survives startup/IPC failure and stack overflow on registered threads; unregistered behavior documented | Re-raise without capture | L","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"PLAN-L0041","PLAN","docs\implementation-plan.md","line 41; section Phase 0: Decisions and feasibility","F0.6 | Live ANR spike | F0.3-F0.4 | Healthy overhead, candidate capture, nonfatal request, lifecycle adaptation, maximum target pause, timeout/cancellation, and raw-artifact size measured | Local-only candidate plus exit reconciliation | L","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"PLAN-L0042","PLAN","docs\implementation-plan.md","line 42; section Phase 0: Decisions and feasibility","F0.7 | Baseline artifact and PSS measurement | F0.3-F0.6 | Per-ABI size, handler PSS/CPU/wakeups, app overhead recorded | Update provisional budgets by ADR | M","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"PLAN-L0044","PLAN","docs\implementation-plan.md","line 44; section Phase 0: Decisions and feasibility","**Phase gate:** Crashpad and ANR feasibility must pass before foundation API commitments are finalized.","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"PLAN-L0050","PLAN","docs\implementation-plan.md","line 50; section Phase 1: Contracts and generation","C1.1 | Formal privacy/event schema | F0.1, F0.3 | Stable IDs, bounds, C0/C1/C2, Prohibited, evolution rules | L","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"PLAN-L0051","PLAN","docs\implementation-plan.md","line 51; section Phase 1: Contracts and generation","C1.2 | Schema model and compiler | C1.1 | Kotlin/C/C++/Rust/protobuf/docs generation and golden tests | XL","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"PLAN-L0052","PLAN","docs\implementation-plan.md","line 52; section Phase 1: Contracts and generation","C1.3 | Kotlin public API | C1.2 | Generated-only recording surface; no generic maps/strings | M","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"PLAN-L0053","PLAN","docs\implementation-plan.md","line 53; section Phase 1: Contracts and generation","C1.4 | Versioned C ABI | C1.2 | Size-prefixed structs and compatibility tests | M","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"PLAN-L0054","PLAN","docs\implementation-plan.md","line 54; section Phase 1: Contracts and generation","C1.5 | Rust bindings/wrapper | C1.4 | Generated `-sys`, safe wrapper, boundary panic containment | M","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"PLAN-L0055","PLAN","docs\implementation-plan.md","line 55; section Phase 1: Contracts and generation","C1.6 | Identity and build contract | F0.2, C1.2 | Internal identity table including boot session and OS correlation token; persist-before-use/export replacement rules; schema/build/R8/ELF catalog | M","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"PLAN-L0061","PLAN","docs\implementation-plan.md","line 61; section Phase 2: Runtime and persistence","R2.1 | Lifecycle/readiness runtime | C1.3 | Explicit install, provider fallback, four readiness states | M","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"PLAN-L0062","PLAN","docs\implementation-plan.md","line 62; section Phase 2: Runtime and persistence","R2.2 | Policy epoch protocol and local gate | F0.4, C1.1, R2.1 | Epoch-tagged records, enqueue/append revalidation, stale-writer rejection, queue-barrier protocol | L","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"PLAN-L0063","PLAN","docs\implementation-plan.md","line 63; section Phase 2: Runtime and persistence","R2.3 | Bounded queues, barrier, and health codes | R2.2 | Fixed capacity, priority drops, disallowed queued-record purge before acknowledgement, recursion-free counters | M","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"PLAN-L0064","PLAN","docs\implementation-plan.md","line 64; section Phase 2: Runtime and persistence","R2.4 | Segment framing/recovery | C1.2, C1.6 | Valid-prefix recovery and immutable sealing | L","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"PLAN-L0065","PLAN","docs\implementation-plan.md","line 65; section Phase 2: Runtime and persistence","R2.5 | Role and UID-wide quotas/retention | R2.4 | Hard total bound covers data, summary staging, journals, indexes, atomic temp files, file-count limits, and reserved one-segment compaction workspace | L","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"PLAN-L0066","PLAN","docs\implementation-plan.md","line 66; section Phase 2: Runtime and persistence","R2.6 | Lazy metadata summaries/index | R2.4-R2.5 | Package planning works without DB; index rebuild proven | M","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"PLAN-L0067","PLAN","docs\implementation-plan.md","line 67; section Phase 2: Runtime and persistence","R2.7 | Direct Boot C0 module | C1.1, R2.2, R2.4 | C1/C2 rejected; two-phase pending/active DE deny mirror survives crashes, reboot, unlock, and delayed loosening | M","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"PLAN-L0068","PLAN","docs\implementation-plan.md","line 68; section Phase 2: Runtime and persistence","R2.8 | Crash-recoverable deletion engine | R2.2-R2.7 | Deletion journal, quiesce/invalidate/delete states, mixed-segment policy, pending-failure recovery | L","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"PLAN-L0074","PLAN","docs\implementation-plan.md","line 74; section Phase 3: Failure capture","X3.1 | Handler service and IPC | F0.4, C1.4, R2.1 | One handler, bounded requests, death notification, no polling | XL","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","IN_PROGRESS",""
"PLAN-L0075","PLAN","docs\implementation-plan.md","line 75; section Phase 3: Failure capture","X3.2 | Production global policy coordinator | R2.2-R2.3, R2.8, X3.1 | Control page, census/leases, fail-closed death, transition-fenced registration, client/token barriers, global deletion orchestration, partial-failure reporting | L","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","IN_PROGRESS",""
"PLAN-L0076","PLAN","docs\implementation-plan.md","line 76; section Phase 3: Failure capture","X3.3 | Capture-only Crashpad integration | F0.3, C1.1, C1.6, R2.5, R2.8, X3.1-X3.2 | Handler-generated pre-capture journal binds artifact ID, origin process/role, and epoch; unverifiable Tracebox orphans deleted; uploader removed; lifecycle/quota/TTL/cleanup | XL","android/tracebox-storage/FailureCaptureStore.kt; android/tracebox-storage/SegmentStore.kt","evidence/phase3/host-incremental-failure-capture.json; android/tracebox-storage tests","HOST_UNIT_STATIC; API30_API37_RUNTIME; blocked-egress controls","IN_PROGRESS",""
"PLAN-L0077","PLAN","docs\implementation-plan.md","line 77; section Phase 3: Failure capture","X3.4 | Structural summary derivation and spool | X3.3, C1.2, C1.6, R2.5, R2.8 | Canonical ID-free body staged/digested; envelope preserves origin process/role; upgrade-safe replay, epoch barrier, crash-safe import/retirement, bounded compaction | L","See implementation ledger and architecture module map","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","IN_PROGRESS",""
